Marca temporal,"Nombre de la institución:
colocar preferentemente en mayúsculas.","Dirección:
colocar preferentemente en mayúsculas.","Localidad:
colocar preferentemente en mayúsculas.","Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,"Nombre de la carrera:
colocar preferentemente en mayúsculas.","Localidad donde se dicta:
colocar preferentemente en mayúsculas.",Duración en años:,Duración en cuatrimestres:,Modalidad de dictado:,Area:,¿La carrera es arancelada?,"Link de acceso a más información sobre la carrera:
enlace específico o institucional.",¿Desea cargar otra carrera?,Sitio web institucional:
30/06/2026 9:59:43,DEPARTAMENTO DE MATEMÁTICA,ALEM 1253,BAHÍA BLANCA,PROFESORADO EN MATEMÁTICA,BAHÍA BLANCA,4,8,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS EXACTAS,No,https://www.matematica.uns.edu.ar/pm,Si,LICENCIATURA EN MATEMÁTICA APLICADA,BAHÍA BL;ANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS EXACTAS,No,https://www.matematica.uns.edu.ar/lma,Si,lICENCIATURA EN MATEMÁTICA,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS EXACTAS,No,https://www.matematica.uns.edu.ar/lm,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.matematica.uns.edu.ar/default.php
1/07/2026 6:37:53,ESCUELA DE TEATRO,GENERAL PAZ 250,BAHIA BLANCA,PROFESORADO DE TEATRO,BAHIA BLANCA,5 AÑOS,MATERIAS ANUALES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://etbblanca-bue.infd.edu.ar/sitio/,Si,TECNICATURA EN ACTUACIÓN,BAHIA BLANCA,4,MATERIAS ANUALES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://etbblanca-bue.infd.edu.ar/sitio/,Si,TECNICATURA EN DISEÑO Y PRODUCCIÓN DE ESPECTACULOS,BAHIA BLANCA,4 AÑOS,ANUALES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://etbblanca-bue.infd.edu.ar/sitio/,Si,TECNICATURA EN ESCENOGRAFIA,BAHIA BLANCA,4,ANUALES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://etbblanca-bue.infd.edu.ar/sitio/,Si,TECNICATURA EN MAQUILLAJE,BAHIA BLANCA,3,ANUALES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://etbblanca-bue.infd.edu.ar/sitio/,Si,TECNCATURA EN ILUMINACIÓN,BAHIA BLANCA,3,ANUALES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://etbblanca-bue.infd.edu.ar/sitio/,Si,TEATRO ADOLESCENTES,BAHIA BLANCA,3,ANUALES,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://etbblanca-bue.infd.edu.ar/sitio/,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://etbblanca-bue.infd.edu.ar/sitio/
1/07/2026 9:43:20,Departamento de Ingeniería Química Universidad Nacional del Sur,ALEM 1253 CUERPO C´,BAHIA BLANCA,iNGENIERÍA QUÍMICA,BAHIA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS EXACTAS,No,https://linktr.ee/InfoDIQ,Si,iNGENIERIA EN ALIMENTOS,BAHIA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS EXACTAS,No,https://linktr.ee/InfoDIQ,Si,TECNICATURA UNIVERSITARIA EN OPERACIONES INDUSTRIALES ,BAHIA BLANCA,3,6,Modalidad presencial (sin separación en tiempo y espacio).,TECNOLÓGICAS,No,https://linktr.ee/InfoDIQ,Si,TECNICATURA UNIVERSITARIA EN PETROLEO Y GAS,BAHIA BLANCA,3,6,Modalidad híbrida (combina presencialidad y a distancia sincrónica).,TECNOLÓGICAS,No,https://linktr.ee/InfoDIQ,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.diq.uns.edu.ar/WebIQ/index.htm
1/07/2026 16:26:31,UN del Sur // Departamento de Ingeniería Eléctrica y de Computadoras,Av. Alem 1253,Bahía Blanca,Ingeniería Electrónica,Bahía Blanca,5 (cinco),10 (diez),Modalidad presencial (sin separación en tiempo y espacio).,TECNOLÓGICAS,No,https://www.diec.uns.edu.ar/qr-electronica,Si,Ingeniería Electricista,Bahía Blanca,5 (cinco),10 (diez),Modalidad presencial (sin separación en tiempo y espacio).,TECNOLÓGICAS,No,https://www.diec.uns.edu.ar/qr-electricista,Si,Tecnicatura en Sistemas Electrónicos Industriales Inteligentes,Bahía Blanca,3 (tres),6 (seis),Modalidad presencial (sin separación en tiempo y espacio).,TECNOLÓGICAS,No,https://www.diec.uns.edu.ar/qr-tuseii,Si,Ingeniería en Telecomunicaciones,Bahía Blanca,5 (cinco),10 (diez),Modalidad presencial (sin separación en tiempo y espacio).,TECNOLÓGICAS,No,https://www.diec.uns.edu.ar/qr-telecomunicaciones,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.diec.uns.edu.ar
1/07/2026 18:05:21,Universitad Tecnológica Nacional Facultad Regional Bahía Blanca,11 de Abril 463,Bahía Blanca,Ingeniería Civil,Bahia Blanca,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS EXACTAS,No,https://muestravirtual.frbb.utn.edu.ar/,Si,Ingeniería Mecánica ,Bahía Blanca,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS EXACTAS,No,https://muestravirtual.frbb.utn.edu.ar/,Si,Ingeniería Eléctrica,Bahía Blanca,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS EXACTAS,No,https://muestravirtual.frbb.utn.edu.ar/,Si,Ingeniería Electrónica,Bahía Blanca,6,11,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS EXACTAS,No,https://muestravirtual.frbb.utn.edu.ar/,Si,Licenciatura en Organización Industrial,Bahía Blanca,4,8,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://muestravirtual.frbb.utn.edu.ar/,Si,Tecnicatura Universitaria en Programación,Bahía Blanca,2,4,Modalidad presencial (sin separación en tiempo y espacio).,SISTEMAS E INFORMÁTICA,Si,https://muestravirtual.frbb.utn.edu.ar/,Si,Tecnicatura Universitaria en Radilogía,Bahía Blanca,2,4,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,Si,https://muestravirtual.frbb.utn.edu.ar/,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,www.frbb.utn.edu.ar
2/07/2026 10:27:59,DEPARTAMENTO DE CIENCIAS DE LA SALUD,FLORIDA 1450,BAHÍA BLANCA,MEDICINA,BAHÍA BLANCA,6,12,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,No,https://cienciasdelasalud.uns.edu.ar/quiero-estudiar-en-dcs/medicina/,Si,LICENCIATURA EN ENFERMERÍA,BAHÍA BLANCA,5,10,Modalidad híbrida (combina presencialidad y a distancia sincrónica).,CIENCIAS DE LA SALUD,No,https://cienciasdelasalud.uns.edu.ar/inicio/soy-estudiante-2/lic-enfermeria/,Si,LICENCIATURA EN OBSTETRICIA,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,No,https://cienciasdelasalud.uns.edu.ar/inicio/soy-estudiante-2/lic-obstetricia/,Si,TECNICATURA EN ACOMPAÑAMIENTO TERAPÉUTICO,BAHÍA BLANCA,3,6,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,No,https://cienciasdelasalud.uns.edu.ar/quiero-estudiar-en-dcs/tecnicatura-universitaria-en-acompanamiento-terapeutico/,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cienciasdelasalud.uns.edu.ar/
2/07/2026 10:56:08,cfp402,NECOCHEA1015,BAHIA BLANCA,Gastronomia,Bahia blanca,cuatrimestral/anual,1/2,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS NATURALES,No,cfp402_bblanca,Si,Industria alimentaria,BAHIA BLANCA,cuatrimestral/anual,1/2,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS NATURALES,No,cfp402_bblanca,Si,Salud,BAHIA BLANCA,anual/cautrimestral,1/2,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,No,cfp402_bblanca,Si,Administración y comercialización,Bahia blanca,cuatrimestral/anual,1/2,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,cfp402_bblanca,Si,Tecnologia,Bahia blanca,cuatrimestral/anual,1/2,Modalidad presencial (sin separación en tiempo y espacio).,TECNOLÓGICAS,No,cfp402_bblanca,Si,Actividad agropecuaria,BAHIA BLANCA,anual,2,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS AGROPECUARIAS Y AGROINDUSTRIALES,No,cfp402_bblanca,Si,ENERGIA ELECTRICA,BAHIA BLANCA,anual/cuatrimestral,1/2,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS AMBIENTALES,No,cfp402_bblanca,Si,Comunicacion social,BAHIA BLANCA,CUATRIMESTRAL,1,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,No,cfp402_bblanca,Si,MADERA Y MUEBLES,BAHIA BLANCA,CUATRIMESTRAL,1,Modalidad presencial (sin separación en tiempo y espacio).,TECNOLÓGICAS,No,cfp402_bblanca,Si,CONSTRUCCIONES,BAHIA BLANCA,ANUAL,2,Modalidad presencial (sin separación en tiempo y espacio).,ARQUITECTURA Y DISEÑO,No,cfp402_bblanca,Si,cfp402bblanca@abc.gob.ar
2/07/2026 11:01:12,CFP402,NECOCHEA 1015,BAHIA BLANCA,METALMECANICA,BAHIA BLANCA,CUATRIMESTRAL,1,Modalidad presencial (sin separación en tiempo y espacio).,ARQUITECTURA Y DISEÑO,No,cfp402_bblanca,Si,ESTETICA PROFESIONAL,BAHIA BLANCA,CUATRIMESTRAL/ANUAL,1/2,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS NATURALES,No,cfp402_bblanca,Si,TEXTIL E INDUMENTARIA,BAHIA BLANCA,CUATRIMESTRAL,1,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS NATURALES,No,cfp402_bblanca,Si,INDUSTRIA GRAFICA,BAHIA BLANCA,CUATRIMESTRAL/ANUAL,1/2,Modalidad presencial (sin separación en tiempo y espacio).,ARQUITECTURA Y DISEÑO,No,cfp402_bblanca,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfp402bblanca@abc.gob.ar
2/07/2026 12:46:00,UNIVERSIDAD PROVINCIAL DEL SUDOESTE,CIUDAD DE CALI 320,BAHÍA BLANCA ,DIPLOMATURA UNIVERSITARIA EN GESTIÓN ADMINISTRATIVA,BENITO JUÁREZ,1 Año y medio,3 cuatrimestres ,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://www.upso.edu.ar/diplomatura-universitaria-en-gestion-administrativa/,Si,TECNICATURA UNIVERSITARIA EN EMPRENDIMIENTOS DEL DISEÑO,CARHUÉ,2 Años y medio,5 cuatrimestres ,Modalidad presencial (sin separación en tiempo y espacio).,ARQUITECTURA Y DISEÑO,No,https://www.upso.edu.ar/tecnicatura-universitaria-en-emprendimientos-del-diseno-2/,Si,ENFERMERÍA,CARMEN DE PATAGONES ,3 años,6,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,No,https://www.upso.edu.ar/enfermeria-plan-2024/,Si,TECNICATURA UNIVERSITARIA EN PRODUCCIÓN AGROPECUARIA SOSTENIBLE,CORONEL DORREGO,3 años,6 cuatrimestres,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS AGROPECUARIAS Y AGROINDUSTRIALES,No,https://www.upso.edu.ar/tecnicatura-universitaria-en-produccion-agropecuaria-sostenible/,Si,TECNICATURA UNIVERSITARIA EN MARKETING DIGITAL Y COMERCIO ELECTRÓNICO,CORONEL PRINGLES,3 Años ,6 cuatrimestres,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://www.upso.edu.ar/tecnicatura-universitaria-en-marketing-digital-y-comercio-electronico/,Si,FORMACIÓN PROFESIONAL: CUIDADO DE PERSONAS ADULTAS MAYORES,CORONEL SUÁREZ,1 año,2 cuatrimestres ,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,No,https://www.upso.edu.ar/cuidado-de-personas-adultas-mayores/,Si,MARTILLERO Y CORREDOR PÚBLICO,DAIREAUX,3 años ,6 cuatrimestres ,"Modalidad a distancia asincrónica (separación en tiempo y espacio, sin necesidad de conexión en horarios fijos).",CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://www.upso.edu.ar/martillero-y-corredor-publico/,Si,DIPLOMATURA UNIVERSITARIA EN GESTIÓN DEL COMERCIO EXTERIOR,DARREGUEIRA,1 Año y medio,3 cuatrimestres ,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://www.upso.edu.ar/diplomatura-universitaria-en-gestion-del-comercio-exterior/,Si,ACOMPAÑANTE TERAPÉUTICO,GENERAL LA MADRID,1 año,2 cuatrimestres ,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS DE LA SALUD,No,https://www.upso.edu.ar/diplomatura-universitaria-en-acompanante-terapeutico/,Si,CICLO DE COMPLEMENTACIÓN CURRICULAR DE LA LICENCIATURA EN PSICOPEDAGOGÍA,GUAMINÍ,2 años,4 cuatrimestres ,"Modalidad a distancia asincrónica (separación en tiempo y espacio, sin necesidad de conexión en horarios fijos).",CIENCIAS DE LA SALUD,No,https://www.upso.edu.ar/licenciatura-en-psicopedagogia/,Si,www.upso.edu.ar
2/07/2026 16:02:23,Escuela de Artes Visuales Lino E. Spilimbergo,ZAPIOLA 247,BAHÍA BLANCA,"Profesorado en Artes Visuales Orientación Pintura, Escultura, Grabado",BAHÍA BLANCA,4 años,8 cuatrimestres,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,www.esav.edu.ar,Si,Profesorado en Artes Visuales Orientación Diseño Gráfico,BAHÍA BLANCA,4 años,8 cuatrimestres,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,www.esav.edu.ar,Si,Profesorado en Artes Visuales Orientación Cerámica,BAHÍA BLANCA,4 años,8 cuatrimestres,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,www.esav.edu.ar,Si,Tecnicatura en Realizador en Artes Visuales,BAHÍA BLANCA,4 años,8 cuatrimestres,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,www.esav.edu.ar,Si,Tecnicatura en Diseño Gráfico,BAHÍA BLANCA,4 años,8 cuatrimestres,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,www.esav.edu.ar,Si,Tecnicatura en Ilustración,BAHÍA BLANCA,4 años,8 cuatrimestres,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,www.esav.edu.ar,Si,Tecnicatura en Cerámica,BAHÍA BLANCA,3 años,6 cuatrimestres,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,www.esav.edu.ar,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,www.esav.edu.ar
3/07/2026 10:46:41,DEPARTAMENTO DE CIENCIAS DE LA EDUCACION (UNS),ALEM 235 - 1ER PISO,BAHIA BLANCA,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN,BAHIA BLANCA,5 AÑOS,10 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,No,https://www.cienciasdelaeducacion.uns.edu.ar/,Si,PROFESORADO EN EDUCACIÓN INICIAL,BAHIA BLANCA,4 AÑOS,8 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,No,https://www.cienciasdelaeducacion.uns.edu.ar/,Si,PROFESORADO EN EDUCACIÓN PRIMARIA,BAHIA BLANCA,4 AÑOS,8 CUATRIMESTRES,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,No,https://www.cienciasdelaeducacion.uns.edu.ar/,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.uns.edu.ar/deptos/cseducacion
3/07/2026 10:54:20,Departamento de Ciencias de la Administración,DCA@UNS.EDU.AR,BAHÍA BLANCA,CONTADOR PÚBLICO,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://www.cienciasdelaadministracion.uns.edu.ar/contador-publico/,Si,LICENCIATURA EN ADMINISTRACIÓN,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://www.cienciasdelaadministracion.uns.edu.ar/licenciatura-en-administracion/,Si,PROFESORADO EN EDUCACIÓN SECUNDARIA EN CIENCIAS DE LA ADMINISTRACIÓN,BAHÍA BLANCA,4,8,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://www.cienciasdelaadministracion.uns.edu.ar/profesorado-en-ciencias-de-la-administracion/,Si,PROFESORADO EN EDUCACIÓN SECUNDARIA Y SUPERIOR EN CIENCIAS DE LA ADMINISTRACIÓN,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://www.cienciasdelaadministracion.uns.edu.ar/profesorado-en-ciencias-de-la-administracion/,Si,DOCTORADO EN CIENCIAS DE LA ADMINISTRACIÓN,BAHÍA BLANCA,600 HORAS,-,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,Si,https://www.cienciasdelaadministracion.uns.edu.ar/posgrados/doctorado/,Si,MAESTRÍA EN ADMINISTRACIÓN,BAHÍA BLANCA,560 HORAS,-,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,Si,https://www.cienciasdelaadministracion.uns.edu.ar/posgrados/maestrias/,Si,MAESTRÍA EN ADMINISTRACIÓN FINANCIERA DE NEGOCIOS,BAHÍA BLANCA,700 HORAS,-,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,Si,https://www.cienciasdelaadministracion.uns.edu.ar/posgrados/maestria-en-administracion-financiera-de-negocios/,Si,MAESTRÍA EN CONTABILIDAD Y AUDITORÍA,BAHÍA BLANCA,700 HORAS,-,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,Si,https://www.cienciasdelaadministracion.uns.edu.ar/posgrados/especializaciones/,Si,"ESPECIALIZACIÓN EN CONTABILIDAD SUPERIOR, CONTROL Y AUDITORÍA",BAHÍA BLANCA,380 HORAS,-,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,Si,https://www.cienciasdelaadministracion.uns.edu.ar/posgrados/especializaciones/,Si,ESPECIALIZACIÓN EN GESTIÓN DE RECURSOS HUMANOS,BAHÍA BLANCA,400,-,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,Si,https://www.cienciasdelaadministracion.uns.edu.ar/posgrados/especializacion-en-gestion-de-recursos-humanos/,Si,www.cienciasdelaadministracion.uns.edu.ar
3/07/2026 12:08:21,UNIVERSIDAD PROVINCIAL DEL SUDOESTE,CIUDAD DE CALI 320,BAHIA BLANCA ,TECNICATURA UNIVERSITARIA EN TECNOLOGÍAS DE PROGRAMACIÓN,LAPRIDA,2 años,4 cuatrimestres ,Modalidad presencial (sin separación en tiempo y espacio).,SISTEMAS E INFORMÁTICA,No,https://www.upso.edu.ar/tecnicatura-universitaria-en-tecnologias-de-programacion-3/,Si,CICLO DE COMPLEMENTACIÓN CURRICULAR DE LA LICENCIATURA EN GESTIÓN E INNOVACIÓN EDUCATIVA,MÉDANOS,2 años,4 cuatrimestre ,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,No,https://www.upso.edu.ar/licenciatura-en-gestion-e-innovacion-educativa-ccc/,Si,DIPLOMATURA UNIVERSITARIA ESPECIALIZADA EN GESTIÓN EDUCATIVA,MÉDANOS,1 AÑO,2 cuatrimestres,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS HUMANAS Y SOCIALES,No,https://www.upso.edu.ar/diplomatura-universitaria-especializada-en-gestion-educativa/,Si,TECNICATURA UNIVERSITARIA EN EMPRENDIMIENTOS AUDIOVISUALES,MONTE HERMOSO,2 años y medio,5,Modalidad presencial (sin separación en tiempo y espacio).,ARTES,No,https://www.upso.edu.ar/tecnicatura-universitaria-en-emprendimientos-audiovisuales-2/,Si,TECNICATURA UNIVERSITARIA EN CREACIÓN Y GESTIÓN DE PEQUEÑAS Y MEDIANAS EMPRESAS,PELLEGRINI,3,6,"Modalidad a distancia asincrónica (separación en tiempo y espacio, sin necesidad de conexión en horarios fijos).",CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://www.upso.edu.ar/tecnicatura-universitaria-en-creacion-y-gestion-de-pymes/,Si,DIPLOMATURA UNIVERSITARIA EN OPERACIONES LOGÍSTICAS,PIGÜÉ,1,2,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://www.upso.edu.ar/diplomatura-universitaria-en-operaciones-logisticas/,Si,LICENCIATURA EN DISEÑO INDUSTRIAL,PUNTA ALTA,4 años y medio,9 cuatrimestres ,Modalidad presencial (sin separación en tiempo y espacio).,ARQUITECTURA Y DISEÑO,No,https://www.upso.edu.ar/licenciatura-en-diseno-industrial-2/,Si,TECNICATURA UNIVERSITARIA EN EMPRENDIMIENTOS DEL DISEÑO,PUNTA ALTA,2 años y medio,5 cuatrimestres,Modalidad presencial (sin separación en tiempo y espacio).,ARQUITECTURA Y DISEÑO,No,https://www.upso.edu.ar/tecnicatura-universitaria-en-emprendimientos-del-diseno-2/,Si,TECNICATURA UNIVERSITARIA EN GESTIÓN DEL COMERCIO EXTERIOR Y RÉGIMEN ADUANERO,PUNTA ALTA,3 años,6 cuatrimestres ,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://www.upso.edu.ar/gestion-del-comercio-exterior-y-regimen-aduanero/,Si,MARTILLERO Y CORREDOR PÚBLICO,SALLIQUELÓ,3 AÑOS ,6 CUATRIMESTRES ,"Modalidad a distancia asincrónica (separación en tiempo y espacio, sin necesidad de conexión en horarios fijos).",CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://www.upso.edu.ar/martillero-y-corredor-publico/,Si,www.upso.edu.ar
3/07/2026 14:23:55,"DEPARTAMENTO DE ECONOMÍA, UNIVERSIDAD NACIONAL DEL SUR","SAN ANDRÉS 800, CAMPUS ALTOS DE PALIHUE",BAHÍA BLANCA,LICENCIATURA EN ECONOMÍA,BAHIA BLANCA,4 AÑOS Y MEDIO,9,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://sites.google.com/view/muestradecarreraseconomia,Si,PROFESORADO EN ECONOMÍA,BAHÍA BLANCA,5,10,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://sites.google.com/view/muestradecarreraseconomia,Si,PROFESORADO EN ECONOMÍA PARA LA ENSEÑANZA SECUNDARIA,BAHÍA BLANCA,4,8,Modalidad presencial (sin separación en tiempo y espacio).,CIENCIAS ECONÓMICAS Y ADMINISTRACIÓN,No,https://sites.google.com/view/muestradecarreraseconomia,"No, finalizar y enviar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.economia.uns.edu.ar/
